quest_id,name,region_id,min_level,difficulty,reward_gold,reward_xp,required_participants
342,Triple-buffered disintermediate concept,4,55,Medium,35.87443149706021,300.5744716917391,1
343,Cloned eco-centric initiative,7,43,Medium,117.57303421390448,656.3571643210123,1
344,Multi-channeled dynamic algorithm,10,80,Hard,81.58362266031877,73.3679357227939,3
345,Front-line hybrid solution,6,9,Medium,12.158649359506951,254.31423822515436,25
346,Assimilated 5thgeneration conglomeration,3,110,Easy,203.6222336310431,668.8392587116622,1
347,Enhanced leadingedge success,5,90,Easy,4.289013711669525,454.12388185001436,1
348,Reactive value-added concept,10,84,Medium,27.754526704080718,993.036487508525,2
349,Object-based high-level analyzer,5,85,Easy,24.27298126954846,786.6810434536577,2
350,Function-based full-range info-mediaries,6,78,Medium,7.800662365753208,978.1941968384057,2
351,Quality-focused regional capability,6,7,Medium,67.669079658201,1958.9516977826627,25
352,Extended global secured line,5,27,Elite,31.742447786614715,117.54025234435089,1
353,Fully-configurable 6thgeneration matrices,7,90,Easy,110.98097084630774,847.1863929835223,1
354,Universal context-sensitive interface,1,74,Medium,454.36084506302893,552.6741523441489,1
355,Compatible solution-oriented strategy,2,43,Easy,21.874928719224307,81.19082149981111,5
356,Future-proofed human-resource structure,2,21,Easy,51.557937065109506,388.16310358905673,2
357,Progressive optimizing capacity,5,29,Elite,40.06334621859974,343.04876158762943,25
358,Total multi-tasking portal,10,16,Medium,144.39415806931646,994.8151228558321,10
359,Polarized 24/7 support,7,31,Easy,56.399857290058584,1059.7979829905041,2
360,Persistent real-time moratorium,8,87,Easy,217.00050321089,794.3273800721462,10
361,Balanced local Local Area Network,9,52,Easy,50.037565283606725,486.9730474067978,5
362,Implemented context-sensitive collaboration,3,117,Medium,11.074548910139947,143.74650662863706,2
363,Ergonomic directional functionalities,9,17,Elite,66.74869200814337,513.0034185614492,1
364,Devolved motivating system engine,10,44,Easy,209.76844604365297,1761.287361681461,1
365,Proactive attitude-oriented conglomeration,5,104,Hard,112.31190685033094,731.3182453254395,1
366,Versatile background secured line,6,22,Legendary,31.11367134617339,2129.831487261382,3
367,Vision-oriented global groupware,8,83,Easy,32.106995229076084,309.2923998631178,1
368,Down-sized bi-directional initiative,1,110,Hard,517.1469269368978,882.2479887925602,1
369,Implemented asynchronous migration,6,90,Medium,168.9373098033896,273.98173758736715,1
370,Team-oriented tertiary challenge,4,20,Hard,13.914059838175547,285.35188332337196,1
371,Assimilated scalable time-frame,5,72,Medium,46.21437121082781,1008.0695682745377,3
372,Fully-configurable secondary protocol,9,83,Medium,32.165381238246944,1178.1912485112753,10
373,Phased uniform benchmark,5,47,Hard,12.500912317474251,131.59116854179206,1
374,Reverse-engineered zero-defect parallelism,1,62,Elite,14.991543792941965,609.951780856298,1
375,De-engineered modular function,1,106,Medium,61.86877336510087,3372.2656957024005,10
376,Customizable bottom-line installation,10,73,Elite,28.327824525678007,482.06865155958025,2
377,Extended mission-critical moderator,3,82,Hard,87.93959131310513,51.04586976050861,2
378,Fully-configurable interactive circuit,6,50,Legendary,12.916708985131118,82.0523097908988,2
379,Fundamental regional workforce,8,28,Legendary,88.1791716862767,2295.266611234495,1
380,Phased mobile algorithm,4,18,Elite,24.49255195355546,115.12638208323841,1
381,Monitored eco-centric parallelism,9,71,Hard,80.30116727041867,244.13726478529915,3
382,Progressive asynchronous leverage,10,61,Easy,24.081128399072792,117.62792883558784,2
383,Reduced zero administration success,8,12,Medium,46.282088622275836,286.6848057674569,1
384,Total 24hour ability,10,1,Elite,52.162512969991965,105.19953941641903,3
385,Vision-oriented hybrid open architecture,3,114,Medium,166.90141860276404,192.94656721435499,10
386,Upgradable upward-trending portal,5,58,Hard,36.94078120253669,797.8599484927782,1
387,Multi-channeled dedicated groupware,1,74,Legendary,56.87669459503291,3387.0458811610715,1
388,Cloned object-oriented strategy,8,70,Easy,109.50202628886436,36.9149801130082,2
389,Reactive eco-centric analyzer,10,38,Easy,12.997350551597654,355.6315808736126,1
390,Business-focused scalable Local Area Network,9,87,Easy,1508.259789203027,500.029492449616,1
391,Cloned full-range architecture,8,103,Medium,98.43895338243304,54.435090179102154,1
392,Face-to-face client-server architecture,5,79,Medium,25.08642162062124,154.55220153924225,1
393,Fully-configurable client-server array,4,105,Elite,16.277538634983358,71.16725600448922,1
394,Front-line methodical task-force,4,46,Medium,62.996701797282135,598.646941570082,10
395,Self-enabling empowering attitude,3,56,Easy,62.61664951772119,1747.551953421754,1
396,Future-proofed grid-enabled toolset,7,91,Hard,153.334693827585,412.2113697868831,3
397,Vision-oriented disintermediate access,2,96,Easy,92.16429194709744,568.0198844700128,3
398,Operative motivating emulation,7,78,Elite,101.72028207873944,145.97652671643502,1
399,Re-engineered well-modulated capacity,8,29,Medium,18.331319742544476,1786.8290139012406,1
400,Versatile multi-tasking artificial intelligence,8,22,Easy,57.81173756688711,437.5122700961881,10
401,Profound web-enabled hub,4,88,Elite,113.02868743703056,1136.538600560584,1
402,Multi-layered contextually-based encryption,8,11,Medium,47.81442592265934,559.2275023134204,1
403,Inverse encompassing core,10,61,Hard,235.21505632014046,562.0042473262605,1
404,Expanded bi-directional software,1,89,Medium,96.5317660138512,1550.2120393089476,2
405,Reduced bi-directional analyzer,2,92,Hard,218.15073890230713,1158.8226028854554,1
406,Multi-layered mobile service-desk,1,8,Easy,90.59864066579743,250.57735604345248,2
407,Public-key global paradigm,4,104,Medium,40.48190187691704,447.82366111780306,2
408,Multi-lateral national infrastructure,8,19,Elite,461.1162576296575,196.8896112841558,1
409,Ergonomic empowering portal,3,117,Legendary,13.098931278513758,205.12958249981,1
410,Upgradable heuristic time-frame,5,65,Medium,36.942051934524386,811.2234975628796,5
411,Assimilated content-based system engine,1,21,Easy,43.15542347403359,183.34848711578266,1
412,Re-engineered discrete initiative,8,4,Hard,50.29674894212724,263.97259735008583,1
413,Multi-tiered contextually-based architecture,7,21,Easy,47.702325412217995,959.4738566290299,1
414,Cloned regional protocol,10,65,Medium,79.21723553342576,142.35091655206628,1
415,Advanced content-based workforce,5,4,Medium,24.389603506898954,280.25307200789615,5
416,Right-sized clear-thinking leverage,2,44,Medium,102.4221861525954,273.4008641065729,1
417,Switchable mission-critical array,9,57,Easy,58.1592002063839,151.71478103664745,5
418,Decentralized solution-oriented extranet,7,36,Easy,53.27896676631242,130.59856208547387,2
419,Inverse analyzing help-desk,10,44,Easy,204.39370657552044,88.40256770062216,3
420,Cloned needs-based algorithm,5,99,Medium,75.5716917334688,92.96840728898412,2
421,Distributed web-enabled Internet solution,2,99,Easy,19.359428437270374,1893.2949326544533,2
422,Right-sized systematic workforce,10,26,Medium,501.04843392629647,1588.3834299364016,2
423,Robust zero tolerance intranet,3,22,Medium,33.508875109412486,347.06185327154384,10
424,Optimized 4thgeneration project,2,67,Hard,101.05828766033994,272.62570030315385,1
425,Assimilated dynamic definition,3,71,Hard,173.58052825450707,1172.0745081090972,10
426,Distributed even-keeled customer loyalty,5,48,Elite,42.17226230929436,1285.0437800590034,10
427,Public-key real-time Internet solution,3,78,Elite,11.850028209003089,102.24186027539419,1
428,Universal analyzing database,7,38,Elite,328.8056247970188,417.61951002629525,1
429,Reduced disintermediate data-warehouse,10,118,Hard,198.79239846920098,135.73711311078281,1
430,Optional uniform workforce,10,11,Elite,76.21074106158426,1849.3184195242575,3
431,Cross-group intangible leverage,1,78,Medium,33.382822867447565,128.48397225614727,1
432,Quality-focused reciprocal pricing structure,10,37,Hard,202.00253162097476,680.6667361981812,2
433,Virtual intangible complexity,7,98,Hard,93.74138470597777,721.2616721263336,1
434,Networked high-level encoding,1,30,Hard,23.457003211246786,1431.436949949583,1
435,Inverse impactful installation,5,67,Medium,77.93267723793727,99.79557248466796,2
436,Ameliorated web-enabled time-frame,7,12,Easy,57.88022705859354,481.95853740790426,25
437,Re-engineered content-based support,7,96,Medium,16.87548208600219,70.22404356751065,5
438,Re-contextualized upward-trending model,2,23,Medium,24.291310014907,109.24752436092504,1
439,Pre-emptive encompassing synergy,9,6,Elite,19.738183435751914,723.7830031055714,3
440,Exclusive zero administration throughput,8,29,Medium,69.76421400534191,568.9599291280923,2
441,Right-sized national migration,7,75,Medium,20.293511645258913,123.25104864267863,5
442,Intuitive bi-directional help-desk,7,5,Medium,46.66448142571568,988.2174994519858,1
443,Programmable logistical service-desk,7,74,Medium,14.325267327972657,157.70524292277616,5
444,Quality-focused high-level help-desk,1,2,Medium,70.10303413544457,656.0700478440896,2
445,Vision-oriented impactful implementation,2,100,Medium,20.934557036896184,2745.5039072570853,1
446,Synergistic neutral synergy,1,33,Hard,36.14672847289574,153.76901075365,1
447,Public-key reciprocal throughput,2,43,Hard,53.19881331922949,107.90812789378052,10
448,Enterprise-wide real-time array,6,94,Medium,159.09291343979444,425.63397340724686,2
449,Streamlined explicit core,9,58,Easy,32.07048603185334,164.69853501117606,1
450,Managed impactful moderator,9,13,Medium,10.112389533263839,114.63561319774735,1
451,Organized fault-tolerant access,6,11,Legendary,128.93252669384407,960.623411324581,1
452,Open-architected composite array,4,58,Hard,10.208654460734946,460.13202893764543,1
453,Versatile well-modulated matrices,4,107,Legendary,7.231081377032437,982.994502927532,2
454,Front-line needs-based Graphic Interface,3,69,Hard,40.487196700928514,1717.2507642060339,1
455,Digitized background definition,4,118,Elite,36.906191578033145,279.4775313277613,5
456,Open-source systematic Local Area Network,6,92,Elite,35.609383540256346,259.69398859354106,1
457,Secured upward-trending software,3,105,Legendary,27.22577082045668,569.7907702991286,2
458,Customer-focused solution-oriented success,3,10,Easy,70.97186099371224,183.9883127901831,3
459,Profound next generation migration,6,16,Elite,93.12699923785836,517.2405101230302,1
460,Customer-focused tertiary archive,9,74,Easy,129.92715937847524,816.8606628996064,2
461,Multi-layered composite standardization,2,91,Easy,148.6780604021762,973.6189462992772,1
462,Phased homogeneous functionalities,8,111,Medium,41.30774216262586,500.5129841103515,25
463,Horizontal actuating application,9,63,Easy,87.21171681813671,164.2330934755506,1
464,Switchable real-time project,4,33,Medium,52.08212900774793,1272.6674643825982,1
465,Robust leadingedge extranet,3,3,Easy,103.42133834575627,429.0922703807755,1
466,Implemented dedicated infrastructure,6,26,Easy,79.33523175786847,479.51662447783156,10
467,Cross-platform discrete hardware,9,107,Easy,27.9015904411273,49.067077685944554,1
468,Profound heuristic hub,1,59,Hard,27.6245242900571,412.31045006878963,2
469,Monitored background core,10,113,Hard,192.8958896820541,156.63640334879003,1
470,Future-proofed fresh-thinking circuit,9,106,Easy,48.90204195173417,265.30554338117065,2
471,Multi-tiered intermediate parallelism,7,15,Easy,17.833636808887697,298.3160662490835,2
472,Grass-roots asymmetric projection,4,97,Medium,299.8472556049256,403.0205204024104,1
473,Monitored incremental definition,1,66,Medium,34.13181683510026,591.9044162528901,1
474,Persistent non-volatile adapter,2,8,Medium,45.18122528435742,202.52077368537365,1
475,Ergonomic global hardware,10,47,Easy,59.52899573098053,453.08492767440356,1
476,Multi-tiered solution-oriented interface,8,109,Elite,124.3832003048245,153.1361491007582,3
477,Face-to-face intermediate instruction set,4,42,Elite,9.9764525202895,382.91047157910964,10
478,Adaptive optimal initiative,6,81,Elite,47.57594185859322,1321.4632732785053,1
479,Innovative encompassing website,9,8,Medium,96.69771376797895,531.0548242194986,1
480,Cloned composite parallelism,10,57,Medium,14.778469376264924,744.9283211404365,1
481,Cross-platform transitional model,6,47,Hard,50.170398713759084,33.10134671184277,1
482,Digitized exuding system engine,5,95,Elite,211.73985163268887,529.7054231352395,3
483,Switchable multi-state intranet,1,37,Hard,20.060009001548533,3846.5598121352346,10
484,Managed multi-tasking matrix,3,77,Medium,56.74548687528988,790.6200611728718,1
485,Phased actuating budgetary management,5,105,Elite,20.494481817695476,40.094316668052834,1
486,Quality-focused 3rdgeneration open architecture,3,30,Hard,9.276815776975031,311.9526501243533,1
487,Fundamental reciprocal help-desk,3,114,Medium,24.255057742301826,276.16578235037395,2
488,Triple-buffered upward-trending interface,7,101,Medium,52.064606271925555,178.22609679501392,2
489,Reactive global moderator,8,65,Elite,110.7684880775226,443.52697856191685,1
490,Seamless incremental website,6,35,Medium,38.59359392378834,132.14899710930789,1
491,Automated well-modulated Internet solution,5,90,Hard,62.72313767778942,210.6677022627198,1
492,Stand-alone heuristic matrix,3,75,Medium,23.633267943031942,1522.7510157273325,5
493,Synchronized multi-state definition,10,55,Elite,66.48935004320833,439.32235971195536,2
494,Diverse cohesive architecture,2,102,Medium,43.11673611534828,792.5407589751295,1
495,Function-based high-level hub,10,100,Hard,33.764881030985514,674.9582185315859,2
496,Open-source dynamic approach,8,93,Hard,95.35881037422928,948.9821055191468,25
497,Programmable 3rdgeneration groupware,7,70,Easy,68.08815628461413,26.74552661947832,1
498,Seamless exuding orchestration,7,46,Easy,8.58330548855457,178.74040297436264,10
499,Re-engineered uniform archive,8,16,Easy,11.972647088146212,275.3248386403262,2
500,Balanced user-facing alliance,2,3,Hard,47.95960994818296,845.0768448038554,2
501,Synergized object-oriented pricing structure,8,50,Hard,39.1873117496867,127.21020315160108,25
502,Fundamental directional database,6,30,Easy,14.010883699487355,269.02134093300475,1
503,Upgradable value-added service-desk,10,46,Hard,63.46308595303772,60.979358540976946,1
504,Total content-based initiative,8,63,Easy,278.31230875132735,990.1022125831125,1
505,Upgradable secondary moratorium,9,49,Medium,212.41060118398,891.1686195403673,3
506,Diverse foreground website,6,26,Easy,41.31275873222254,249.16060013347294,1
507,Advanced discrete neural-net,3,80,Elite,118.0964841719792,407.288779170192,5
508,Innovative intangible process improvement,8,77,Easy,391.7580263788544,59.969636265339716,3
509,Expanded tertiary array,5,119,Medium,85.26785954600753,241.28103482831068,1
510,User-friendly motivating ability,2,92,Medium,92.24222079506694,458.263360941357,1
511,Proactive discrete projection,5,118,Elite,64.76620942925342,436.66737775153183,1
512,Managed static product,8,14,Easy,40.9343824995332,242.1038113790249,1
513,Up-sized clear-thinking firmware,3,39,Hard,7.912376560055391,210.8337184866266,2
514,Open-architected logistical capacity,10,21,Elite,108.59204103365535,62.47425855963485,2
515,Networked zero administration Internet solution,1,27,Easy,56.09333231400846,821.6610028640553,2
516,Pre-emptive bottom-line pricing structure,4,100,Hard,15.582436182805662,1117.9795154200754,25
517,Ergonomic leadingedge approach,8,19,Elite,164.85145257641136,650.2348838776576,1
518,Right-sized context-sensitive flexibility,10,13,Medium,206.6950210656312,123.76063435733498,1
