household_id,region_id,size,total_income
1901,5,1,12695.317938768003
1902,4,3,51706.06464390977
1903,1,2,41872.83313130845
1904,10,3,126338.73115102253
1905,2,2,13397.940719665618
1906,2,2,75960.35849249433
1907,5,1,3783.8464763105508
1908,5,3,16573.911872471457
1909,9,2,30317.51530067859
1910,2,3,16357.490729350331
1911,3,3,13929.058708063802
1912,7,2,13893.797714087546
1913,8,2,8222.32919525784
1914,9,3,21947.221861683087
1915,4,2,46875.22209412017
1916,2,2,24704.830059384556
1917,1,2,72056.49326523308
1918,5,2,15603.730736066489
1919,6,2,15296.898586066314
1920,3,2,33654.287622737385
1921,4,3,3053.4940825765475
1922,5,3,129838.12758639402
1923,10,3,16883.885336066498
1924,1,5,87966.25350180309
1925,5,2,30592.206141232138
1926,2,1,37905.496501021174
1927,6,2,22011.061105373665
1928,8,2,38298.00661509529
1929,9,2,30648.909853774607
1930,6,3,17339.734328389888
1931,10,1,145307.7964502622
1932,6,2,14154.662473481218
1933,4,2,38407.65460010162
1934,4,2,61956.99940791633
1935,4,2,13314.21759448067
1936,7,2,27775.711370717323
1937,8,1,4072.0139859978894
1938,3,3,36469.48243539274
1939,6,2,14426.331440074842
1940,8,1,20411.394022642748
1941,2,2,53294.33334368642
1942,2,2,3953.107055799593
1943,9,3,40523.993431377094
1944,8,2,7827.0754763343175
1945,1,1,12629.45073180754
1946,10,3,140101.71438882
1947,10,1,48183.3577571509
1948,9,2,73070.43221623129
1949,2,3,7627.940178514581
1950,4,2,49383.37216224093
1951,9,5,32638.595538106245
1952,1,2,6439.128475646414
1953,10,1,8253.8802863151
1954,2,2,16168.309266177921
1955,1,2,4008.246653129056
1956,5,3,12421.317933703214
1957,5,4,12634.407904648268
1958,8,2,18621.05877497452
1959,1,2,23132.351326008084
1960,1,1,22082.69467648429
1961,7,2,18136.261859105532
1962,4,4,39890.01752333081
1963,8,5,20604.01943127523
1964,1,3,14882.937155237578
1965,6,2,37545.09169271536
1966,10,2,78521.40843152386
1967,9,4,40405.42793996718
1968,8,2,3597.0338647113367
1969,1,2,17185.63322623851
1970,6,1,19891.4581798042
1971,7,5,20088.829404116725
1972,5,2,69728.62269250017
1973,7,2,6292.898805800913
1974,7,5,18484.881011169062
1975,4,1,45550.41540871495
1976,1,3,14207.829037679156
1977,7,3,21775.857964501654
1978,4,3,85630.29363529698
1979,5,3,102379.17662977462
1980,8,2,5011.603254317151
1981,5,1,14609.100464731939
1982,4,3,60006.39545390519
1983,2,5,9799.56297866908
1984,5,3,17869.261573294505
1985,2,2,2149.4931805592387
1986,4,1,32666.14644871732
1987,6,2,5000.7229799899715
1988,6,1,7035.747381005407
1989,2,2,9973.314628523925
1990,1,2,33118.189151589104
1991,7,2,4680.511215825128
1992,7,2,4943.286205698211
1993,4,1,19022.05984029845
1994,10,1,35807.75098064069
1995,7,2,816.0463988868424
1996,4,2,66075.74443914366
1997,9,1,49152.31447466349
1998,5,3,19410.680574068407
1999,10,4,9083.443385760536
2000,3,3,9140.35798208001
2001,6,4,39342.71273351147
2002,10,1,12038.882745301098
2003,8,3,87338.2678231694
2004,2,2,79921.65219528516
2005,8,1,13887.961030403896
2006,4,4,15612.783593397233
2007,6,2,14937.697088579689
2008,5,3,57432.3092258958
2009,7,2,13917.987238982589
2010,3,3,46091.701701276324
2011,1,3,18718.9692424382
2012,8,2,123133.401050103
2013,5,2,41630.73223714114
2014,4,2,51051.709086998664
2015,5,5,54514.022345545236
2016,6,5,42450.097342847315
2017,5,2,16086.986692085924
2018,8,3,12331.651234045368
2019,8,4,70578.64780598042
2020,7,2,20060.9988949767
2021,8,1,86199.58113825915
2022,8,2,38270.34563102263
2023,8,5,29909.44252044553
2024,2,2,13677.199211900712
2025,10,2,8393.125529881125
2026,10,1,87011.29520664808
2027,10,1,19957.651517654675
2028,7,3,72907.90814739633
2029,10,2,10979.745507421792
2030,2,2,5157.385929917575
2031,6,4,31063.715490988947
2032,8,2,8070.41493514752
2033,6,4,74946.93898364881
2034,1,2,49962.0088575571
2035,1,3,38197.1796764443
2036,1,3,50173.12385502553
2037,1,2,25739.357408468022
2038,10,2,15391.61617094883
2039,2,3,46450.94316623623
2040,8,3,35414.745425205925
2041,3,4,125601.47057894821
2042,7,2,16918.044859858037
2043,6,2,25784.120781754176
2044,6,2,54421.966523147705
2045,4,2,13106.86361472019
2046,6,5,5374.8593340420375
2047,7,1,13547.057258039613
2048,1,1,3648.5596230925166
2049,5,3,6753.909376515511
2050,3,2,3551.8905252906907
2051,5,4,40152.85519468404
2052,8,2,30244.45677005189
2053,8,2,189710.19727225692
2054,2,2,49922.77942452125
2055,5,3,24272.189164069692
2056,2,1,9202.104415678843
2057,4,2,3312.343720370528
2058,8,2,23557.003962629522
2059,4,3,20187.593106474204
2060,1,2,23184.43994988923
2061,6,2,9484.05144798978
2062,9,5,32334.512732779294
2063,7,4,26582.6765350819
2064,1,2,17807.619994461693
2065,9,2,43882.41411032862
2066,7,1,154917.2145373771
2067,3,2,18904.025036001378
2068,2,3,329981.0638807651
2069,2,1,25837.99733253424
2070,3,2,6794.09776750708
2071,6,2,4243.148504015924
2072,10,2,4568.091373074779
2073,9,5,44074.44007354162
2074,5,1,22993.34015618358
2075,4,2,5077.8530260495445
2076,9,1,12334.054784589787
2077,5,1,42616.43126520584
2078,7,3,68448.14869891669
2079,9,2,15673.396544854337
2080,4,2,28451.48319137232
2081,9,1,19833.773458781063
2082,6,5,90900.72959692268
2083,4,5,119428.06839815303
2084,10,2,52437.98768390162
2085,3,3,38435.65147635863
2086,4,1,3840.7942672035906
2087,2,4,27768.51740704413
2088,3,5,22677.49744379491
2089,8,2,93740.01102750094
2090,6,3,6176.0800305630055
2091,3,2,10941.190179323814
2092,2,2,18081.94488922803
2093,10,3,5503.586227436652
2094,7,2,10088.930698215601
2095,5,4,33252.15418613493
2096,8,3,100472.96036285817
2097,8,1,7022.637710572809
2098,2,4,27441.780828316587
2099,5,2,4350.653347073344
2100,2,2,14418.907497076041
2101,10,1,6149.690383778323
2102,6,3,46251.38436518086
2103,8,3,41651.04255805719
2104,2,3,11370.198165174452
2105,6,2,25564.44063679941
2106,4,4,63295.865271691335
2107,7,3,28067.055527498935
2108,1,4,62094.65048015097
2109,7,3,27972.567980214568
2110,4,3,8471.549829055224
2111,10,2,40319.28652453293
2112,8,2,17665.6062391171
2113,7,2,7848.678334093396
2114,5,2,2337.4678083314584
2115,5,3,58771.02543233696
2116,4,4,5742.150623406993
2117,9,3,62798.972066659706
2118,5,3,41524.27007721573
2119,2,1,19717.765745264103
2120,5,1,57520.50345246273
2121,6,1,46876.550307608995
2122,7,4,36870.439699502844
2123,5,2,22362.210215477146
2124,10,2,23493.35118170269
2125,3,2,13010.84142006493
2126,2,1,187286.10837993302
2127,1,4,53709.4760444461
2128,3,2,122709.56137506364
2129,1,4,12164.206144965992
2130,10,2,7677.899313356781
2131,2,3,52652.16327260654
2132,2,4,15478.450142311132
2133,2,1,50416.861155145016
2134,7,3,164656.7138288308
2135,2,1,28526.664407337612
2136,2,4,27750.766625198354
2137,10,1,39682.483413923655
2138,10,3,8551.607710297314
2139,9,2,31629.486002121022
2140,7,2,35595.11251668002
2141,8,3,19202.570109001044
2142,10,2,72756.85893559006
2143,1,4,15640.30146312799
2144,3,3,35584.96554009291
2145,6,1,38174.73650173074
2146,10,1,2907.065381682858
2147,10,2,39712.18430650122
2148,4,1,22694.768800320708
2149,9,5,4311.361788596621
2150,10,1,5556.706773958529
2151,1,3,23594.354061506576
2152,8,5,7746.734724415992
2153,10,2,53449.808900077485
2154,8,2,80441.97132786925
2155,1,2,12642.03437845996
2156,1,1,13092.25025553252
2157,1,3,30997.259874702013
2158,10,3,8505.397981679786
2159,1,3,35868.02014811348
2160,9,2,52651.444650788755
2161,1,5,139930.1019867475
2162,1,2,53096.74541183427
2163,5,3,34747.50761162024
2164,10,2,36172.026735040665
2165,4,3,2936.370095066519
2166,8,1,16921.838347789595
2167,1,2,7905.639366089634
2168,6,3,7392.0280972639375
2169,7,1,11828.841440068034
2170,1,3,19654.230244446368
2171,6,3,22892.129014515984
2172,3,3,13038.841381466736
2173,5,1,5040.284192410913
2174,3,2,4326.982600673432
2175,3,5,20425.51877060204
2176,4,3,1913.5103963619713
2177,6,3,11021.004611287655
2178,7,1,18049.32511695677
2179,6,2,8859.20626939767
2180,5,3,25057.998281291348
2181,6,2,20126.855406560804
2182,1,2,13689.107782009582
2183,1,1,4942.950667140868
2184,2,1,11987.53036747478
2185,8,2,52812.6711670495
2186,10,2,8927.860772215427
2187,3,2,40523.325041936114
2188,1,3,51136.23775387589
2189,4,3,1808.169549094126
2190,6,3,30125.671853515276
2191,6,2,18143.187784425307
2192,6,2,19715.101231249464
2193,6,4,21172.930289251788
2194,10,4,48918.82605478974
2195,8,2,86727.0390514119
2196,8,2,4053.937415860041
2197,1,2,33712.3512679335
2198,1,3,23674.533228700224
2199,2,3,7155.308779969976
2200,6,2,22675.555009674223
2201,1,3,27759.332773335707
2202,7,3,11087.810750308563
2203,8,1,14244.52095049543
2204,2,2,6708.55920796874
2205,6,3,20661.334275796136
2206,2,2,23566.63438040022
2207,4,1,73076.77769977272
2208,1,3,20849.26206356111
2209,3,2,20877.76544600478
2210,8,1,2460.323661740158
2211,8,5,42411.61667892201
2212,2,3,26455.25391977478
2213,9,3,2313.895341557104
2214,4,2,44097.80904300843
2215,2,2,3074.790178789494
2216,9,1,15992.236371400895
2217,8,2,76718.47892865805
2218,5,2,9571.619007630426
2219,7,2,14099.016124475766
2220,7,4,55106.37472936397
2221,9,1,7018.967831348554
2222,8,2,19705.221523319986
2223,8,2,8856.732653591389
2224,3,1,110767.45529129339
2225,1,3,20426.9037079899
2226,9,2,47842.06871986162
2227,5,2,763913.3131647941
2228,4,2,9895.517318518483
2229,9,1,50456.46850542704
2230,5,1,189195.56976770094
2231,4,2,23025.278798381136
2232,2,2,95384.54514590782
2233,2,5,10028.78552453352
2234,1,2,6338.933558509374
2235,6,3,8127.626092964273
2236,10,2,18281.525002923496
2237,3,2,51893.28066935802
2238,3,2,8628.894638076634
2239,5,1,272560.80096948845
2240,8,3,11726.59009472195
2241,10,2,1181.3333867683255
2242,2,1,16791.244500806657
2243,2,2,20619.56652396596
2244,3,2,63186.329325903454
2245,10,3,3382.821506691289
2246,10,2,41114.633110365045
2247,5,1,8668.55989543355
2248,6,1,59747.777618189575
2249,10,1,69949.8278095179
2250,2,2,22871.762907157496
2251,6,2,37301.028984038
2252,1,1,98338.37097234804
2253,7,3,16208.995224336299
2254,9,2,14905.64961084195
2255,4,3,24763.640104732203
2256,7,3,4475.997466327305
2257,7,2,9813.0704178756
2258,8,2,205416.89718164533
2259,5,3,36849.11796032885
2260,10,1,151936.41260253338
2261,3,2,59014.62774748344
2262,8,2,41486.302007272236
2263,10,2,9965.365558616535
2264,4,3,5134.833417532384
2265,6,3,46381.63450161417
2266,3,3,5556.081269638115
2267,9,2,4821.18398769037
2268,3,3,22643.857776916633
2269,10,2,19666.746329430345
2270,5,2,121123.96490750214
2271,4,2,24238.042011098598
2272,3,1,29920.182783549913
2273,1,1,20649.613091745767
2274,6,4,45635.84881252691
2275,4,4,26350.839779495116
2276,5,3,10802.723812526126
2277,10,1,16494.84777827052
2278,3,3,5229.920842406553
2279,5,2,29823.97028380382
2280,8,4,190329.8137909654
2281,1,2,10901.303819375657
2282,7,3,42157.118551147745
2283,5,1,167417.63033347548
2284,7,3,15676.192350998203
2285,3,4,92446.05033158784
2286,7,1,10981.390697115095
2287,5,2,28414.672805876446
2288,7,3,77642.77157445787
2289,10,1,30560.355889337345
2290,10,2,21571.055591415156
2291,5,3,10755.266442994594
2292,9,2,24888.263357860716
2293,3,1,17010.019990969267
2294,10,1,14086.086096105253
2295,8,2,36694.083679518844
2296,5,3,5420.9160114094775
2297,3,3,10741.902229580814
2298,7,2,28688.248814844537
2299,4,4,28135.40048318254
2300,3,3,8945.887283289992
2301,2,3,4714.04140634792
2302,1,2,7884.815295158181
2303,10,3,90694.40967361451
2304,8,2,27309.128102716764
2305,3,4,4783.397540963661
2306,10,2,19727.24738922137
2307,4,3,133945.67417909
2308,4,4,21948.992274028966
2309,3,2,62508.9912533183
2310,3,2,5837.228481308766
2311,9,2,62667.65370735205
2312,9,4,13448.74342681914
2313,3,2,83235.40816311703
2314,3,2,43604.3412742882
2315,4,2,5986.225511869629
2316,7,2,36042.42593851239
2317,7,2,8958.99909550109
2318,7,3,6789.276845851733
2319,8,2,34985.364898192835
2320,7,1,9295.432254800906
2321,1,3,10380.370037243742
2322,5,3,15823.706935827793
2323,9,2,5843.606756578198
2324,3,1,22716.34897247236
2325,2,3,203259.65690373367
2326,2,4,53036.72300290118
2327,3,2,14246.537155137228
2328,4,2,24314.779570442195
2329,6,2,9813.7448747739
2330,6,2,98211.24383428833
2331,2,1,28281.4121958747
2332,6,2,61441.295757434105
2333,6,4,33572.91372335657
2334,4,4,47999.83641328382
2335,1,2,4500.140814856775
2336,9,2,1490.5485217586763
2337,6,5,24660.336819374177
2338,7,3,122426.53772361696
2339,10,5,7163.396892301206
2340,3,3,8917.723034705636
2341,9,2,35554.61052686124
2342,1,2,9409.481293995985
2343,5,3,8332.220692214023
2344,7,1,17955.14593434267
2345,10,2,6693.150768968565
2346,4,4,52956.33301741098
2347,2,4,13596.059151921825
2348,7,1,35828.95260899501
2349,9,2,45306.50756936748
2350,6,4,13007.374256640556
2351,5,1,15120.008597216163
2352,1,2,28691.657895505563
2353,4,1,31502.061845958156
2354,10,4,9993.106353935977
2355,10,4,4235.517339728019
2356,5,3,1507.6986812377984
2357,2,1,63250.271234470725
2358,6,5,43595.59114498292
2359,5,3,25255.820295481353
2360,8,4,5152.144960483059
2361,2,3,8260.199949124242
2362,8,3,34100.059056272126
2363,10,2,18244.598834922723
2364,4,3,20354.916628003346
2365,5,3,4068.3948369995496
2366,9,3,20511.123237361182
2367,10,2,57824.99234212251
2368,2,3,287513.83649580093
2369,7,3,25038.852345299998
2370,2,1,35339.431193631
2371,9,1,15214.214966557212
2372,3,3,37064.8233509155
2373,10,4,19970.83968566018
2374,3,2,6251.0151845378105
2375,8,4,62125.18321140405
2376,7,5,12723.343680959597
2377,7,3,9981.94893690933
2378,5,3,53513.5853156853
2379,8,4,29018.13351562046
2380,7,2,44863.25469691304
2381,1,2,52611.43977761369
2382,10,1,22727.49499630048
2383,6,3,75519.23313481425
2384,10,2,38946.68090974484
2385,1,5,31594.401852826853
2386,4,3,20154.52835967494
2387,9,4,18221.52960185814
2388,4,1,20155.259810557658
2389,1,4,53781.7355210607
2390,3,2,37856.012658285035
2391,8,4,17358.18478959121
2392,3,3,141735.94190396628
2393,6,3,30979.867572460647
2394,5,1,27402.8146989517
2395,2,2,84924.32949738058
2396,4,1,88895.2674273104
2397,5,2,8502.535582457742
2398,7,2,2142.175336241401
2399,7,2,72371.44380402911
2400,8,2,59022.12044468753
2401,9,3,467125.6293968655
2402,1,1,46982.66979780873
2403,2,2,39320.39494214657
2404,6,2,15903.681308726946
2405,9,1,73403.73288011727
2406,8,5,18623.441094809543
2407,9,2,10964.589515679425
2408,7,3,92099.63440201039
2409,9,3,2467.7504828697583
2410,7,3,20596.225059882083
2411,9,2,18146.01245791139
2412,10,3,83728.1553469518
2413,10,1,2228.639123985735
2414,3,1,34526.20051273313
2415,4,3,65667.20379455721
2416,1,3,25925.37172518664
2417,6,1,53637.362852663166
2418,10,4,26135.222956127123
2419,8,2,11082.040917559794
2420,3,1,91594.22968864784
2421,8,3,46936.79718456504
2422,9,1,5384.092820422993
2423,3,1,4850.731377535522
2424,7,2,79125.41705267873
2425,1,3,57547.251793015894
2426,3,3,17815.725116681362
2427,1,1,11788.239226391715
2428,5,1,229271.7660672243
2429,3,2,20523.170194519607
2430,9,2,44899.45561924551
2431,7,2,2590.1481154932203
2432,4,3,68789.94943326301
2433,9,3,8133.190690753186
2434,1,2,122904.768449139
2435,5,3,28617.277859918184
2436,6,2,6836.527565668158
2437,8,4,17575.953133945757
2438,4,2,13008.283726086966
2439,3,4,1976.6546518219718
2440,7,5,39924.32963485697
2441,2,5,7912.899098354591
2442,8,3,44094.588090054815
2443,5,1,4898.020824879807
2444,9,2,33108.00641211265
2445,4,4,7354.439643015509
2446,6,2,113855.19951649106
2447,4,2,80265.40321693559
2448,6,1,58283.5556274276
2449,2,2,34826.59505194221
2450,1,3,4016.2297274766815
2451,7,1,11541.02232947879
2452,8,3,76113.48272757987
2453,8,3,32098.39033418063
2454,5,3,17079.584166408036
2455,9,1,24365.383131646566
2456,7,2,144657.2629888374
2457,10,2,7873.407554551551
2458,9,5,13569.704402781641
2459,1,4,4679.119887143766
2460,7,3,42969.98615633744
2461,7,2,40077.74920059318
2462,4,1,4811.477227061783
2463,4,3,50923.55409982994
2464,2,2,1402.2544666985427
2465,10,2,12847.570725421841
2466,5,4,19926.629834056937
2467,8,1,42593.73687419338
2468,8,1,42913.195037537604
2469,1,1,295420.0740901335
2470,2,1,42682.89776564978
2471,1,4,18097.547545531055
2472,7,2,14633.850204912624
2473,3,2,2200.3752840941547
2474,6,2,32363.888846637517
2475,4,3,21248.50541569452
2476,6,2,10026.42171844865
2477,6,4,45667.89982087751
2478,1,1,78531.11999386066
2479,9,2,5104.155128805537
2480,5,2,89596.85806868513
2481,10,3,26284.64534906945
2482,5,2,13046.557044081419
2483,4,1,29737.756379137547
2484,4,2,48564.768344818585
2485,7,1,23791.79834141961
2486,2,2,50672.67761461903
2487,3,1,7030.243544386208
2488,3,5,7707.75368452105
2489,6,1,34470.39340031084
2490,9,3,85363.40972849366
2491,5,2,8427.235002718151
2492,8,2,25538.514306662044
2493,8,1,15178.755060185438
2494,5,3,103424.25176715954
2495,3,2,7051.754203298621
2496,7,1,16839.725878238314
2497,1,1,275421.82206561795
2498,9,3,8392.002090005644
2499,6,2,38225.9573933243
2500,1,2,28603.70667685912
2501,3,3,28840.429552117723
2502,3,2,35539.795031280584
2503,4,3,75766.25786339736
2504,4,2,59990.463819461205
2505,3,3,10692.08894493878
2506,9,1,93934.47735937838
2507,7,2,95898.36413451201
2508,10,3,13944.560741038156
2509,3,4,52284.24417121213
2510,5,2,4079.7788048133616
2511,3,2,7183.870723302298
2512,10,1,7761.421723650604
2513,10,3,29460.164118376604
2514,5,3,19251.984827710974
2515,8,2,58455.13811981885
2516,10,2,22712.482739050665
2517,7,2,21959.69409605663
2518,10,3,10615.491601742968
2519,1,2,16532.564656269064
2520,8,3,59001.9141423855
2521,7,3,22029.619211737172
2522,4,2,18817.225696941463
2523,4,4,34425.9506888269
2524,4,2,42728.539283065096
2525,2,1,74609.66703153779
2526,1,3,35039.85423662476
2527,4,2,33958.90013350443
2528,10,2,45888.77635118612
2529,4,3,16583.127032355267
2530,5,5,10906.101736573908
2531,5,5,76472.308048692
2532,6,3,24071.62124876799
2533,6,2,13002.771774390596
2534,9,2,31265.746422860662
2535,10,1,6498.8442085178895
2536,4,1,81584.31944094445
2537,10,4,10650.835503235563
2538,4,1,18469.70101586899
2539,6,3,49497.37093528099
2540,7,1,9581.24769097127
2541,1,2,36838.53329020309
2542,3,3,24445.65611533924
2543,1,2,34747.73813711713
2544,10,2,22938.865480661214
2545,2,2,12651.073241208913
2546,2,1,49671.5900774451
2547,10,2,7265.458808071285
2548,7,3,10142.151244165672
2549,5,1,12818.98623420953
2550,2,1,67831.92063481819
2551,8,2,38907.10337894769
2552,9,1,46779.74602469818
2553,3,1,38997.60071498263
2554,7,2,33176.2836390764
2555,1,2,19457.625546744515
2556,5,2,16283.452141556687
2557,2,4,8643.752062136673
2558,5,1,13638.305747950257
2559,9,2,164866.06294392902
2560,6,2,11934.335750471406
2561,1,1,87801.68135089704
2562,8,2,24780.999072321327
2563,4,1,17654.063219211555
2564,10,2,14967.08181079236
2565,8,2,22667.13099104569
2566,4,4,46834.06709356768
2567,9,1,3541.2888158338224
2568,6,3,24156.425082006936
2569,4,3,17212.554036289544
2570,4,2,38259.37292098525
2571,5,2,19909.83005423534
2572,2,2,50530.98062942346
2573,1,3,9191.282592224925
2574,2,4,55012.042485243546
2575,3,3,11168.663941253222
2576,9,2,34598.39230998095
2577,4,3,126815.39916955082
2578,4,1,8977.925030744613
2579,2,2,6212.700514208369
2580,8,5,16791.523913933972
2581,10,1,47925.60326094672
2582,10,3,70621.41387205769
2583,10,3,26912.694200184775
2584,2,2,71896.05742156888
2585,4,4,5552.050921551604
2586,9,3,9643.551328222286
2587,2,2,28446.70073267315
2588,10,1,39367.48598046222
2589,1,1,14083.317791595618
2590,6,4,60604.89614617222
2591,6,2,38491.008703031555
2592,8,1,16250.229438481494
2593,9,2,54668.66340747622
2594,5,3,6465.773321299128
2595,4,1,10017.297597080342
2596,1,2,24402.135810017786
2597,10,2,84724.92654491101
2598,1,2,12093.520931536994
2599,2,3,14517.238312804144
2600,1,2,8048.311242711095
2601,5,2,109632.97645248992
2602,9,5,110881.7308304686
2603,5,2,45223.84494395995
2604,6,3,10131.331696765776
2605,7,2,7287.669693147719
2606,8,1,7359.499951419385
2607,4,2,6145.500848569754
2608,3,3,15326.581325788948
2609,5,2,68393.85442009199
2610,1,2,31217.23711231176
2611,3,1,6419.083570458449
2612,8,3,34588.59363743589
2613,10,2,16756.33119829592
2614,3,1,56567.15525452919
2615,5,2,64126.25620715967
2616,6,2,4653.106918082158
2617,6,2,29734.356341674193
2618,7,2,11518.4385109861
2619,4,2,23827.72529407779
2620,10,2,14586.74793599688
2621,8,2,16536.375019166575
2622,7,2,5183.058312523071
2623,4,1,57352.754108978705
2624,8,3,20321.163170251733
2625,5,2,41465.744622482496
2626,6,2,8259.521005936456
2627,5,1,13038.860878090029
2628,4,2,7405.648166249607
2629,7,5,99857.25002364231
2630,9,3,6446.572449353975
2631,8,2,57785.946029556646
2632,5,2,44512.414384251875
2633,8,2,12604.26564670455
2634,6,2,22759.506930619318
2635,8,5,7285.671532306754
2636,10,2,8165.770550280835
2637,6,2,35323.363643430275
2638,10,3,42007.02095420513
2639,6,2,50429.55014534759
2640,2,2,9249.420995785082
2641,2,2,10680.601299318436
2642,3,2,180859.4874351429
2643,5,1,12942.782278102468
2644,3,3,4780.784464888691
2645,1,3,32306.784619175858
2646,9,2,27146.351211349684
2647,4,2,73863.43795943816
2648,3,3,7359.959537302415
2649,8,2,43681.51948757807
2650,3,2,55922.625889085044
2651,1,4,24092.78155164131
2652,8,2,7328.011989249583
2653,10,1,8047.759762940882
2654,2,2,9587.51009144869
2655,4,3,14645.941493765498
2656,1,1,87948.77414668858
2657,10,1,6102.194979967969
2658,4,2,10778.533560513697
2659,6,1,25456.122356526957
2660,5,4,40543.68734477255
2661,8,1,16105.421118648357
2662,8,2,38355.101435548255
2663,6,5,4567.098499453806
2664,3,2,10677.37475343292
2665,5,2,37093.845345718306
2666,5,3,46953.09487704063
2667,2,2,235736.82458487194
2668,9,2,85185.80692063698
2669,1,2,34005.458137759
2670,4,3,15839.370789240946
2671,2,4,10405.439640148124
2672,1,2,60843.05412582859
2673,7,3,23506.056481222266
2674,10,2,54469.233350150236
2675,6,2,97783.94494586569
2676,2,1,24291.693476453573
2677,8,3,112593.43949384883
2678,10,2,43028.7141423695
2679,1,2,26702.698553088874
2680,4,1,2811.6585403714816
2681,2,1,41643.59965102466
2682,9,2,15253.801406422675
2683,4,2,186721.1644176021
2684,10,4,14011.900747997479
2685,7,2,81298.29576541732
2686,7,1,15652.849643458263
2687,9,3,37490.39275133981
2688,10,3,153766.33856775874
2689,8,2,51271.24766754305
2690,4,1,30582.357290701737
2691,4,3,7979.453306727472
2692,9,2,21558.061342907582
2693,9,3,2590.569069361573
2694,6,1,88936.91280757316
2695,2,1,18549.682503808086
2696,3,1,3495.300426571736
2697,10,3,10046.839528604558
2698,4,3,37254.55314543576
2699,6,1,6574.646242651006
2700,8,2,55610.81814050699
2701,4,1,9329.180534889461
2702,1,1,43297.765016197205
2703,9,1,6411.783682040544
2704,7,3,9719.07105108339
2705,9,1,29177.21326917534
2706,3,2,19136.225127126727
2707,6,3,12471.300864518049
2708,4,2,21490.34479941863
2709,5,4,40764.70971708174
2710,4,2,56458.80213871379
2711,1,1,43307.51137756918
2712,9,5,3535.842597464141
2713,6,3,51727.78599307023
2714,9,2,46417.62446697814
2715,9,1,28561.824650376446
2716,1,5,56979.303412458336
2717,4,4,39959.6062153696
2718,4,2,25786.300950448272
2719,1,2,17000.393557456806
2720,2,2,113260.01169571998
2721,8,1,14207.252300528782
2722,2,2,36844.49787794035
2723,9,5,44923.94092805475
2724,10,2,13879.206829326162
2725,4,2,32889.91222737874
2726,8,2,13059.165032795792
2727,7,2,9217.780409676034
2728,2,2,42196.37385892831
2729,1,2,31479.976182195234
2730,7,2,27970.089906871963
2731,4,3,24459.00552631763
2732,8,3,36205.76580633758
2733,10,1,30187.82921140258
2734,9,3,167567.70538477742
2735,10,1,12815.933305798257
2736,2,1,5363.874387409838
2737,8,2,4316.991705388766
2738,10,2,16039.29187904142
2739,8,2,56934.57767178061
2740,7,3,50494.14508519238
2741,6,3,99810.42542633439
2742,5,4,3468.6063873475837
2743,9,1,36365.63604205834
2744,5,2,3722.3321272570374
2745,3,2,5960.086004974935
2746,4,4,204958.25713408683
2747,7,2,16465.206120359235
2748,3,5,5933.90171409547
2749,5,2,108915.04172982066
2750,2,4,19440.589617015146
2751,1,2,115482.96062427516
2752,2,1,7098.809534992601
2753,8,4,38879.08183112891
2754,8,1,72327.55726957181
2755,4,3,130199.93755686058
2756,2,4,14659.014304899501
2757,7,3,46472.84050541026
2758,3,3,36337.278932710986
2759,7,4,13976.099516875021
2760,5,2,24455.656494056115
2761,4,2,21597.29801519521
2762,5,2,13767.143334357217
2763,6,3,130847.28678258392
2764,10,4,38123.67481757994
2765,8,2,46406.035714639715
2766,4,2,7894.9036565134875
2767,3,3,13455.235320299445
2768,9,1,24598.687728715002
2769,10,2,11302.572350324566
2770,1,2,38669.39615312488
2771,8,1,14470.858268346947
2772,10,4,11997.394955469113
2773,4,3,77403.80331692102
2774,4,1,21238.93716672051
2775,1,1,121629.81795021886
2776,10,1,40368.702641093645
2777,3,1,24151.779080852044
2778,4,1,11576.258888007907
2779,6,3,2657.9402879768422
2780,1,4,109661.97596700456
2781,8,2,25654.505702267226
2782,10,1,6804.065668131706
2783,3,1,43268.04666155491
2784,3,3,48214.069138278624
2785,7,1,18920.906532178156
2786,3,3,23879.025696243953
2787,2,2,217644.27602100436
2788,6,2,28048.84012529006
2789,1,2,8772.089974245037
2790,4,1,42417.657381646364
2791,10,2,3905.783885804418
2792,2,1,46157.75466099571
2793,10,3,74818.42060446978
2794,4,3,94524.50575476947
2795,8,3,9291.859778863814
2796,5,3,12607.274808975555
2797,10,3,4245.964978147646
2798,3,1,13927.491004616735
2799,4,5,12463.9379818684
2800,5,3,14522.080304724657
2801,3,3,1770.9203679407224
2802,9,1,10329.895503730499
2803,7,2,22999.647239100148
2804,5,1,15274.470104309663
2805,3,4,1894.9773556157738
2806,9,2,13306.099505435284
2807,1,2,5079.074279657494
2808,10,4,39507.731233786246
2809,5,2,9947.533453563441
2810,5,1,12436.515683778478
2811,7,2,17152.288637562753
2812,1,2,41413.21228465408
2813,9,4,8160.56580434423
2814,8,2,25370.41635073077
2815,8,3,6831.318944521624
2816,8,2,10996.203500973092
2817,1,2,45552.56758255423
2818,4,2,59618.64875420299
2819,3,2,24173.97218357992
2820,4,1,54212.170717819135
2821,10,2,149105.97766052803
2822,6,1,2195.165665429132
2823,6,2,148369.03094554265
2824,3,2,69294.7833965838
2825,3,2,13710.106498333504
2826,6,1,10069.895148245942
2827,6,1,15436.814199659515
2828,2,4,17547.623730531584
2829,5,3,35102.5691799171
2830,6,5,36748.27114481584
